"meta:instanceID","Identificacao:Data","Identificacao:localGps:Latitude","Identificacao:localGps:Longitude","Identificacao:localGps:Altitude","Identificacao:localGps:Accuracy","Identificacao:Localizacao","Identificacao:Genero","Identificacao:ondemora","Identificacao:Idade","teste1","teste2","comunidade1","comunidade2","comunidade3","comunidade4","comunidade5","casa1","casa2","casa3","casa4","casa5","escola1","escola2","escola3","escola4","escola5","espacos1","espacos2","espacos3","espacos4","espacos5","pessoas1","pessoas2","pessoas3","pessoas4","pessoas5","eu1","eu2","eu3","eu4","eu5","FavelaNews1","FavelaNews2","FavelaNews3","FavelaNews4","FavelaNews5"
"uuid:105956b0-d196-42d4-82a8-6241463bae84","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua cordeiro de deus","M","Santo amaro","12","1","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","2","1","1","2","0","2","0","2","0","0","1","1","0","0","0","1","2","2","2","0"
"uuid:2e7b9fd8-dd28-43ca-9210-a9eb6497ceaa","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","M","Rua da unidade 140","10","0","0","0","2","1","1","1","0","0","2","0","0","0","1","1","1","1","1","1","2","0","0","2","0","1","0","0","1","0","1","1","66","1","1","1","1","0"
"uuid:839b421d-ffce-4bc1-a37a-528b653ca6db","Mon Jun 16 00:00:00 UTC 2014","-8.0385648273","-34.8737518676","6.0000000000","15.0000000000","null","M","Salgadinho","10","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","2","0","0","2","0","2","2","0","0","0","0","2","0","0","0","0","1","1","2","0"
"uuid:c0d00d23-1d3c-40b1-8e0d-647c9dfd8053","Mon Jun 16 00:00:00 UTC 2014","-8.0384284118","-34.8741253652","12.4000000000","5.0000000000","null","F","Rua campos floridos","10","2","1","0","0","0","1","1","0","0","2","2","0","0","2","1","2","0","1","0","0","0","0","2","0","2","2","0","0","0","0","0","0","0","0","0","0","0"
"uuid:625e12ce-f0ec-4cbb-871e-6210d0c71999","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Campo florido","F","Santa amaro","10","0","1","0","0","0","2","1","0","0","2","1","1","0","0","1","1","0","0","2","1","2","2","2","0","1","1","1","2","2","1","1","1","2","1","2","2","1"
"uuid:388f3cb1-7802-412b-ad51-01109b76a104","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua campo florido 207","F","Santo amaro","11","0","0","2","0","0","2","0","0","0","2","2","0","0","0","1","2","0","2","0","0","0","2","0","2","0","0","0","0","2","0","1","0","2","99","99","2","0"
"uuid:781b55ca-20fc-4a7b-b989-d14e6e8acc62","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Campos floridos 220a","M","Santo Amaro","12","0","2","0","0","0","2","2","0","0","2","2","0","0","2","2","2","2","0","0","2","2","0","2","1","0","0","0","1","1","0","0","0","0","1","0","0","0"
"uuid:64878854-bed9-4bfe-8d33-93726fc8c498","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua campos florido","F","Santo amaro","11","0","1","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0","1","2","1","2","2","1","0","1","1","0","1","2","0","0","0","1","1","2","2","0"
"uuid:9ac7470c-97a7-4ab5-8599-8a777084e7e8","Mon Jun 16 00:00:00 UTC 2014","-8.0378440000","-34.8731004000","0E-10","1040.0000000000","null","F","Rua campos floridos","10","0","0","0","0","2","2","0","0","0","2","0","0","0","2","2","2","0","0","2","0","0","0","1","0","0","2","2","0","0","0","0","0","1","0","2","0","0"
"uuid:7e243a14-51c1-47ee-8af6-032b0094f92b","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua campos florido","M","Santo amaro","9","1","1","1","1","0","1","2","1","66","1","0","1","0","2","2","2","1","2","1","1","0","0","2","0","1","1","0","1","0","0","0","0","1","2","0","2","0"
"uuid:fee38af3-3027-4256-b250-fb79c0869ba0","Mon Jun 16 00:00:00 UTC 2014","-8.0391411250","-34.8749352247","4.9000000000","20.0000000000","null","M","Rua fortaleza","8","0","1","0","0","0","2","0","0","0","1","1","0","0","2","0","0","0","0","0","0","2","1","2","2","2","2","0","1","2","0","0","0","1","0","2","1","0"
"uuid:aedc7e17-c32a-4924-b16f-e9a878465d9f","Mon Jun 16 00:00:00 UTC 2014","-8.0386698000","-34.8746780000","0E-10","43.5000000000","null","F","Santo Amaro","8","0","0","0","0","0","1","2","0","0","2","2","0","0","0","0","0","0","2","2","0","2","2","0","2","2","0","0","2","2","0","0","0","0","2","2","2","0"
"uuid:ceb70776-13c8-49b1-875e-deb497ff423c","Wed Jul 16 00:00:00 UTC 2014","-8.0384295434","-34.8741406202","3.5000000000","5.0000000000","null","M","Rua Beatriz","11","0","0","0","0","0","1","0","0","0","0","0","0","0","2","0","1","0","1","1","2","2","0","2","2","2","0","0","0","0","0","1","0","1","2","1","1","0"
"uuid:a08b6165-f5ef-4162-bbd4-190d33919b23","Mon Jun 16 00:00:00 UTC 2014","-8.0380080000","-34.8733686000","0E-10","1100.0000000000","Rua M?rio Albuquerque cavalcanti","F","Santo Amaro","8","0","0","0","0","0","1","0","0","0","2","2","0","0","1","2","2","0","0","2","0","0","0","2","2","0","2","0","0","2","0","0","0","1","0","0","2","0"
"uuid:fee478e5-0374-4c1e-baa7-c136fc24d17e","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua DOZE de Junho","M","Santo Amaro","12","0","1","1","0","1","1","1","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0"
"uuid:46b3b83a-7a3a-4842-b059-77aae62c2b41","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua doze de Junho","M","Santo Amaro","8","0","1","0","1","0","1","0","0","0","2","0","0","1","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","1","0","0","0","0","2","0","1","0"
"uuid:f2203928-5669-46ba-928e-da06dfddec8b","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua vinte e cinco de agosto","F","Santo Amaro","11","0","0","0","0","0","2","0","0","0","2","2","0","0","2","0","0","0","0","0","0","2","0","99","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:21c0e642-27ec-45ff-8c55-6c8dc532a21a","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Rua recife 36a","M","Santo amaro","10","0","2","0","0","0","2","0","0","0","2","2","0","0","2","2","2","0","1","0","2","2","0","2","2","2","2","0","0","0","0","0","0","0","1","0","2","0"
"uuid:0ca6ec9f-8b71-4df4-af31-f31c3c6aedc2","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","1","2","0","2","0","1","0","2","2","1","1","1","1","2","1","1","1","1","1","1","2","2","2","1","1","0","0","2","2","0","0","0","0","2","2","1","0"
"uuid:e144f549-573b-4bd0-9351-1f17d3e0d42f","Mon Jun 16 00:00:00 UTC 2014","-8.0411059000","-34.8797166000","0E-10","1232.0000000000","Rua 25 de agosto","M","Santo Amaro","8","0","0","0","0","0","2","0","0","0","2","2","0","0","2","2","2","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:6bcf8662-9c05-443e-931e-d94d38d54318","Mon Jun 16 00:00:00 UTC 2014","-8.0411059000","-34.8797166000","0E-10","1232.0000000000","Rua 25 de agosto","F","Santo Amaro","9","1","0","0","0","1","2","1","0","0","1","1","0","1","2","1","2","1","1","2","0","1","1","2","0","0","0","0","0","2","0","1","0","0","1","0","0","0"
"uuid:d940b25a-8eb7-449a-9b25-793bdbdc88b2","Mon Jun 16 00:00:00 UTC 2014","-8.0401173653","-34.8744494934","-25.4000000000","15.0000000000","null","M","Santo Amaro","8","0","0","0","0","0","1","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:5f12847a-cc85-47b8-ad79-8dac8816efd3","Mon Jun 16 00:00:00 UTC 2014","-8.0400011921","-34.8754487839","33.2000000000","20.0000000000","null","M","Santo Amaro","10","0","2","0","0","0","2","2","0","0","2","0","0","2","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","1","1","1","0"
"uuid:f6f6598f-9a4b-4c89-a4a5-1542eed96ed0","Mon Jun 16 00:00:00 UTC 2014","-8.0409110477","-34.8752268311","-47.9000000000","10.0000000000","null","M","Santo Amaro","8","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","66","2","0","0","0","0","0","0","0","0","0","2","2","2","2","0"
"uuid:95dd5bf1-c319-4910-9261-6d1f2c51654e","Mon Jun 16 00:00:00 UTC 2014","-8.0409604171","-34.8768911418","4.9000000000","10.0000000000","null","M","Santo Amaro","11","0","0","0","0","0","2","0","0","0","2","0","0","0","2","2","2","0","2","2","0","2","2","2","0","2","0","0","2","2","0","0","0","0","0","66","0","0"
"uuid:b282c686-02c3-437b-8383-31d7ca2d7b0a","Mon Jun 16 00:00:00 UTC 2014","-8.0409778934","-34.8768585362","-24.6000000000","10.0000000000","null","M","Santo Amaro","11","0","0","0","0","0","2","0","0","0","2","0","0","0","0","2","2","0","2","null","0","2","1","1","0","2","0","0","2","2","0","0","0","0","0","0","0","0"
"uuid:71f8b040-50a7-4abd-a015-79049a931756","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","M","null","8","0","2","0","0","2","0","2","0","0","2","0","1","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:937d6ce7-f5aa-4b7d-b0c6-55bb3df94a13","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","Rua 4 de outubro","11","0","1","0","2","0","2","2","1","0","2","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0"
"uuid:ab69e2fe-2862-4998-b45e-e672a12f4607","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","null","8","0","2","0","0","0","2","0","0","0","2","2","0","0","1","1","0","1","0","1","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"uuid:4e33bca1-6f26-470e-a167-865649df3359","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","Rua jata?","12","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66","0","0","0","0","2","2","0","0","2","2","99","99","0","0"
"uuid:1e8f37c1-7649-4cb6-b11a-1a4df183c777","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","M","Rua S?o Raimundo","12","0","2","0","2","1","2","2","0","0","1","0","0","99","99","99","99","99","0","0","0","1","0","2","0","0","1","0","2","2","0","0","0","99","99","99","0","0"
"uuid:3e8d2148-fa26-42c2-ad32-d64e53b9637d","Mon Jun 16 00:00:00 UTC 2014","-8.0390054639","-34.8733345326","-14.8000000000","25.0000000000","null","M","Santo amaro","12","0","2","0","2","0","2","0","0","0","2","0","0","0","2","2","2","0","2","2","0","2","0","2","2","0","0","0","0","0","0","0","0","0","2","0","0","0"
"uuid:74aae785-9d3c-4516-be87-b8d6fed49afa","Mon Jun 16 00:00:00 UTC 2014","-8.0389061803","-34.8736756761","2.1000000000","15.0000000000","null","F","Santo amaro","12","0","0","0","2","0","1","1","0","0","2","0","0","0","0","0","2","2","2","1","0","2","0","2","0","2","0","0","0","0","0","0","1","2","99","99","0","0"
"uuid:0716ef18-6b5e-4e7a-9e41-14d4ef9a0df4","Mon Jun 16 00:00:00 UTC 2014","-8.0387807451","-34.8739131354","36.4000000000","10.0000000000","null","M","Santo amaro","11","0","2","0","1","0","2","1","0","0","1","0","0","1","0","0","0","0","0","0","1","0","0","2","0","2","2","0","0","0","0","0","0","0","2","1","0","0"
"uuid:2f10e863-fb86-4972-a365-9e05105cda1a","Mon Jun 16 00:00:00 UTC 2014","-8.0386514543","-34.8745299596","-15.9000000000","15.0000000000","null","F","Santo amaro","10","0","0","0","1","0","0","0","0","0","1","2","0","0","0","0","2","0","2","0","0","1","0","2","0","0","0","0","2","1","0","0","0","0","2","66","1","0"
"uuid:120cc331-b5b2-47b7-9997-20d9eeb5a7ea","Mon Jun 16 00:00:00 UTC 2014","-8.0385009153","-34.8748296127","8.4000000000","50.0000000000","null","F","Santo amaro","12","0","1","1","1","0","1","1","0","0","1","0","0","0","2","0","2","0","0","2","1","2","2","2","2","1","1","0","0","0","0","0","0","1","0","0","1","0"
"uuid:a2a37e56-d2a1-4ca2-af66-5452f33e1002","Mon Jun 16 00:00:00 UTC 2014","-8.0387035478","-34.8746483959","8.6000000000","10.0000000000","null","M","Santo amaro","11","0","1","2","1","1","1","2","0","0","0","0","0","0","2","2","2","0","2","2","2","2","1","2","0","2","2","0","0","0","0","1","1","1","2","1","2","0"
"uuid:173bbee2-c952-47e3-a1bd-a14c3b3e4a9b","Mon Jun 16 00:00:00 UTC 2014","-8.0387131032","-34.8751678225","-30.3000000000","25.0000000000","null","F","Santo amaro","9","0","0","0","0","1","1","2","0","0","1","0","0","0","2","2","2","1","2","2","0","1","0","2","0","0","1","0","0","0","0","0","1","0","2","0","0","0"
"uuid:cab97f35-47da-40f2-8f15-732dfad73fd0","Wed Jun 18 00:00:00 UTC 2014","-8.0395829357","-34.8756091369","23.4970718271","20.0000000000","null","M","Santo amaro","10","0","1","0","0","2","2","2","0","0","2","0","0","0","2","0","0","0","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:222417a7-d985-4a91-a8b5-7cbe03580ee2","Wed Jun 18 00:00:00 UTC 2014","-8.0396040576","-34.8762035629","-0.2875401824","20.0000000000","null","F","Santo amaro","10","0","1","0","0","1","2","1","0","0","2","0","0","66","2","0","1","0","1","0","0","0","1","2","0","1","0","0","0","0","0","0","0","0","1","0","1","0"
"uuid:36ed8db5-320f-432b-8599-637b0660b4e3","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","24 de julho","F","Santo amaro","10","0","2","0","0","0","2","0","0","0","1","66","1","0","1","2","2","0","0","0","2","0","0","2","0","0","0","0","1","2","0","0","0","1","2","2","0","0"
"uuid:3d065698-a073-4b42-8fd1-9e53b817b42c","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua barroso","F","Santo amaro","11","0","2","0","0","0","1","1","0","0","0","0","0","1","2","0","1","0","1","0","2","2","1","1","0","0","0","0","1","1","0","0","0","1","1","0","1","0"
"uuid:54b3b74f-d578-40ea-b2fb-7cb35ef764be","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua barroso","M","Santo amaro","12","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","1","0","0","0","0","0","1","0","0","0","1","1","66","1","0"
"uuid:ca89fc8f-a0f5-4098-8bfd-3416a8c57a62","Wed Jun 18 00:00:00 UTC 2014","-8.0399928521","-34.8764065839","-4.8000000000","10.0000000000","null","F","Santo Amaro","10","0","0","1","0","1","2","0","0","0","1","0","0","0","0","1","2","0","2","1","0","2","2","2","0","0","2","0","0","2","0","0","0","0","1","0","0","0"
"uuid:a80ff30e-4800-4fce-81ac-0b5b50c6a2c9","Wed Jun 18 00:00:00 UTC 2014","-8.0400263378","-34.8764767405","6.4000000000","15.0000000000","null","F","Santo Amaro","12","0","0","1","0","0","1","0","0","0","2","0","0","0","1","2","2","1","0","1","0","0","0","2","0","1","1","0","0","0","0","0","0","0","2","0","0","0"
"uuid:20fee382-8460-4915-bdd7-12fa8d5e843e","Wed Jun 18 00:00:00 UTC 2014","-8.0411059000","-34.8797166000","0E-10","1232.0000000000","null","F","Rua sao genaro 118","8","0","0","0","0","0","1","0","0","0","2","1","2","0","0","0","1","0","2","99","2","0","1","0","2","0","2","0","0","2","0","0","0","2","2","2","0","0"
"uuid:3d00be21-b180-4851-8bd6-35c89aff8671","Wed Jun 18 00:00:00 UTC 2014","-8.0395678477","-34.8760470003","32.1000000000","25.0000000000","null","M","Santo Amaro","8","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","2","2","0","0","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0"
"uuid:61f7d042-bef4-42fa-8b9f-d3b19ea106a1","Wed Jun 18 00:00:00 UTC 2014","-8.0411059000","-34.8797166000","0E-10","1232.0000000000","null","M","Rua ijaci","9","1","2","0","0","0","0","0","0","0","2","2","0","1","0","1","0","0","0","0","1","2","1","2","0","0","1","0","0","0","0","0","0","0","2","0","1","0"
"uuid:ec99606b-c860-49e8-9484-4fdd8739c914","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua sao raimundo","M","Santo amaro","11","0","1","0","1","0","2","2","0","0","2","2","2","1","2","2","2","0","0","2","2","2","2","2","0","2","2","0","0","2","0","0","0","0","2","0","0","0"
"uuid:9dd668ef-b42e-41f0-9e60-8b8bdb5ea0bf","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua sao raimundo","M","Santo amaro","12","0","1","0","2","0","2","2","0","0","1","0","0","99","99","99","99","99","2","2","1","0","0","2","0","1","1","0","2","2","0","0","0","0","2","0","0","0"
"uuid:29d38141-746a-4f23-889f-35c22f4dea60","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua sao nascente","F","Santo amaro","11","0","1","2","2","1","2","2","0","0","2","0","0","0","2","1","2","2","2","2","2","0","2","2","0","2","0","0","0","1","0","1","0","0","2","0","0","0"
"uuid:86d843ea-1b7a-4c8a-b65d-a72be3512bbf","Wed Jun 18 00:00:00 UTC 2014","-8.0390812756","-34.8756608904","-9.5360017948","10.0000000000","null","M","Santo amaro","10","0","2","0","0","0","2","0","0","0","2","0","0","0","0","0","0","0","2","2","0","2","2","2","0","0","2","0","0","2","0","0","0","0","0","2","0","0"
"uuid:abe9ff77-d710-43b3-9d4b-d5c12db90d5a","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua volta do sino","M","Santo amaro","10","0","1","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","1","1","1","2","2","1","0","0","1","0","0","0","0","0","2","0","2","0"
"uuid:56848658-77f3-4ec5-a644-13ebd1bfecdb","Wed Jun 18 00:00:00 UTC 2014","-8.0391653907","-34.8749166168","7.0000000000","35.0000000000","null","F","Santo Amaro","12","0","2","2","2","0","2","0","0","0","1","0","0","0","0","0","2","0","2","0","0","0","2","2","2","0","0","0","0","2","0","2","2","0","0","1","0","0"
"uuid:6e9e4783-2370-45c6-b9b6-90cce29419c8","Wed Jun 18 00:00:00 UTC 2014","-8.0401331000","-34.8792903000","0E-10","1225.0000000000","Rua loreto","M","Santo Amaro","10","0","0","0","1","1","2","2","0","0","2","1","1","0","0","0","2","2","0","2","0","0","0","2","0","2","0","0","0","1","0","0","0","0","2","1","0","0"
"uuid:f3f40208-0a63-4d92-a0b0-aa6cc5712d85","Wed Jun 18 00:00:00 UTC 2014","-8.0401331000","-34.8792903000","0E-10","1225.0000000000","Rua loreto","M","Santo Amaro","8","1","0","0","0","1","2","0","0","0","2","1","1","0","0","1","0","0","1","0","0","1","1","2","2","1","1","0","0","2","0","0","0","1","0","0","0","0"
"uuid:e560aa4e-0960-410e-a8ee-0a275904ea21","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua S?o Bernardo","F","Santo Amaro","11","0","1","1","0","2","1","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0"
"uuid:a37deb03-5ab6-4793-b216-f3d65ff82035","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua S?o Raimundo","M","Santo Amaro","11","0","0","0","0","0","2","0","0","2","2","0","0","0","0","2","2","0","2","0","0","2","2","2","0","2","0","0","0","2","0","0","0","0","0","0","0","0"
"uuid:ce4fe561-36c5-4ae2-9123-eb9a07f7fafd","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua Vieira","F","Santo Amaro","9","0","0","0","0","2","1","1","0","1","1","0","0","0","2","2","0","1","1","0","0","2","1","2","2","1","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:87bf96ba-41ac-4237-9e78-bf668f924545","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Avenida agamenom Magalh?es","F","Santo Amaro","8","0","1","2","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","2","1","0","2","0","0","0","0","2","1","0","0","0"
"uuid:0dcaebee-02bf-47ed-98bb-b2b1ba31baf5","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Avenida agamenom Magalh?es","M","Santo Amaro","10","0","1","0","0","2","2","0","0","0","2","0","0","0","2","0","2","2","0","2","0","0","2","2","0","0","0","0","0","0","0","0","0","2","2","2","0","0"
"uuid:3b6cbf9e-d068-482d-91fa-6cacff52ee7e","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Avenida agamenom Magalh?es","F","Santo Amaro","11","0","1","2","1","1","2","0","0","0","0","0","0","1","2","2","2","0","2","1","2","0","0","2","0","0","0","0","0","2","0","0","0","1","0","0","1","0"
"uuid:2adda394-c75e-4cf0-ba7c-ac0ce1f281c4","Wed Jun 18 00:00:00 UTC 2014","-8.0399214802","-34.8762911651","22.9000000000","5.0000000000","null","F","Santo amaro","8","0","0","0","0","0","0","0","0","0","2","2","2","0","0","2","0","0","2","0","0","0","0","2","0","0","1","2","0","0","0","0","0","0","2","0","2","0"
"uuid:6382084e-1b3a-4f6e-b807-7216775f00f4","Wed Jun 18 00:00:00 UTC 2014","-8.0395694403","-34.8759560566","-30.3000000000","15.0000000000","null","F","Santo amaro","12","0","2","0","1","0","2","2","0","0","2","0","0","0","2","0","0","2","2","2","1","0","1","2","0","2","2","0","0","0","0","0","0","0","2","0","1","0"
"uuid:8bdbe168-498b-4413-bc0a-b692e0c3e0a2","Wed Jun 18 00:00:00 UTC 2014","-8.0391484173","-34.8758830503","-41.2000000000","25.0000000000","null","F","Santo amaro","9","0","2","0","0","0","2","2","0","0","2","1","0","0","0","1","0","0","2","0","1","2","2","2","0","2","0","0","2","1","0","0","0","0","0","0","0","0"
"uuid:94a5fd62-db0e-4052-adb5-e640f28c730b","Wed Jun 18 00:00:00 UTC 2014","-8.0391845852","-34.8751830775","3.9000000000","10.0000000000","null","M","Santo amaro","8","0","0","0","0","0","1","1","0","0","2","0","0","0","0","0","1","0","0","2","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:58266306-3601-4434-9c1b-fd6d2056379c","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","M","null","11","1","1","0","1","0","1","1","0","0","1","0","0","0","1","0","1","0","1","0","0","0","1","2","0","1","1","0","0","0","0","0","0","1","0","1","0","1"
"uuid:3f495f03-37e8-4a4a-809f-d9215749261f","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","M","null","10","0","1","0","0","0","1","0","0","0","0","0","0","1","1","0","2","0","0","0","0","0","0","2","1","0","0","0","0","1","0","0","0","0","2","0","0","0"
"uuid:2037ac1e-87f1-440f-ae81-4414f05f0a62","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","null","F","Santo Amaro","11","0","0","0","1","1","1","1","0","0","0","null","2","0","1","0","1","1","2","1","2","null","1","2","0","1","0","0","1","2","1","0","0","1","0","1","1","0"
"uuid:a915742b-babd-4bb4-9135-906db5f5500b","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","Rua 15 de fevereiro","8","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:08cbc7c5-7f8b-48a7-a8ad-393e4eb7f339","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","Rua 15 de novembro","8","0","2","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","2","0","2","0","0","0","0","0","0","0","0","0","0","0"
"uuid:6cc64fa0-397d-49d5-84e9-4f733387abea","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Santo Amaro","F","Rua 15 de novembro","11","0","2","0","0","0","1","1","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","1","0","0","0"
"uuid:8cc28e9d-a918-4a52-9053-0c34a0052b86","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Campo do 11","F","2 travessa oceano","10","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","99","99","0","0"
"uuid:a74e36e1-8d18-437f-a08d-593134ab7372","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","1 travessa da floresta","F","Santo Amaro","12","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","0","0","0","0","0","0","1","1","1","1","0"
"uuid:0f3fbb4b-3e07-47da-a260-8823532cc7a0","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Campo do Onze","M","Santo Amaro","10","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","66","0","2","2","0","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:09e89bac-1a1c-4a51-a646-207e5d6c7272","Wed Jun 18 00:00:00 UTC 2014","null","null","null","null","Rua Ouricuri","M","Santo Amaro","8","0","2","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:423b58a8-f9a7-4a63-97dd-59a4c617f4eb","Mon Jun 16 00:00:00 UTC 2014","-8.0382835904","-34.8751231226","12.8480112429","15.0000000000","null","F","Santo Amaro","9","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","2","0"
"uuid:55c6eec7-3f4b-4a66-9ddc-35a444f88076","Fri May 16 00:00:00 UTC 2014","null","null","null","null","Santo amaro","M","null","8","0","2","0","0","1","1","0","0","0","0","0","1","1","0","0","0","0","0","1","2","0","1","1","0","2","0","0","2","0","0","0","0","1","2","0","0","0"
"uuid:96f244f9-896a-41c1-880c-5aa72f70a27b","Mon Jun 16 00:00:00 UTC 2014","null","null","null","null","Santo amaro","F","null","8","1","1","0","0","1","1","0","0","0","0","0","1","0","1","1","2","0","1","1","0","1","1","1","0","1","0","0","1","1","0","0","0","99","1","0","1","0"
"uuid:397d651e-e339-4ff8-af13-8945ad656c03","Fri May 16 00:00:00 UTC 2014","-8.0382278993","-34.8749461984","-17.9104255596","10.0000000000","null","M","Santo amaro","9","0","0","2","0","2","0","0","0","0","1","0","0","0","2","2","2","0","1","1","2","2","1","1","0","0","0","0","0","2","0","0","0","1","0","0","0","0"
"uuid:17d3766b-5e9a-465f-9319-79b23705a679","Fri May 16 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:c03262a4-0d27-4fdd-9520-0405b1e48090","Mon Jun 16 00:00:00 UTC 2014","-8.0382719267","-34.8753114950","16.1984104422","25.0000000000","Santo amaro","M","null","10","0","2","0","1","1","1","0","0","0","2","1","0","0","0","1","1","0","0","1","0","1","1","2","0","1","2","0","2","1","99","0","0","1","0","1","0","0"
"uuid:2d22a028-3fb2-4ec6-8217-dfbf5cb44656","Fri May 16 00:00:00 UTC 2014","null","null","null","null","Santo amaro","M","null","8","0","0","2","0","2","2","0","0","0","2","0","0","0","2","2","0","0","99","1","1","0","0","2","99","2","2","0","2","2","2","0","99","1","0","2","2","0"
