"meta:instanceID","Identificacao:Data","Identificacao:localGps:Latitude","Identificacao:localGps:Longitude","Identificacao:localGps:Altitude","Identificacao:localGps:Accuracy","Identificacao:Localizacao","Identificacao:Genero","Identificacao:ondemora","Identificacao:Idade","teste1","teste2","comunidade1","comunidade2","comunidade3","comunidade4","comunidade5","casa1","casa2","casa3","casa4","casa5","escola1","escola2","escola3","escola4","escola5","espacos1","espacos2","espacos3","espacos4","espacos5","pessoas1","pessoas2","pessoas3","pessoas4","pessoas5","eu1","eu2","eu3","eu4","eu5","FavelaNews1","FavelaNews2","FavelaNews3","FavelaNews4","FavelaNews5"
"uuid:db1a4be1-4178-44d7-b079-9f88f6870e89","Sun Jun 01 00:00:00 UTC 2014","-8.0150620546","-34.8528473172","10.1000000000","5.0000000000","null","M","Boa viagem","9","1","2","0","99","2","1","1","2","0","0","2","1","0","99","1","0","0","99","1","0","2","1","2","2","66","2","0","66","2","66","99","2","1","0","0","66","2"
"uuid:db99044a-d9f3-4a57-84f4-690e3ba3faba","Sun Jun 01 00:00:00 UTC 2014","-8.0150682153","-34.8528574593","24.6000000000","10.0000000000","null","F","Olinda","10","1","0","1","2","66","1","2","0","0","0","66","99","1","0","66","0","66","2","1","0","2","0","1","2","2","66","0","0","1","66","2","0","1","99","2","1","0"
"uuid:3bec9118-5b26-4603-8b75-dc7efbefb6a9","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:478a3125-e9a0-4ee8-a259-0bf89cd65e12","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","0","2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:745aa249-2d9f-4acb-b48c-7fb71024ecfc","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","1","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:4bf80d0a-a54e-4921-a64e-61f12cebbf98","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","F","Maranguape1 paulista","12","0","1","0","0","0","1","1","0","2","1","0","0","1","0","0","0","0","1","0","0","0","1","0","0","2","2","0","0","1","0","0","0","1","2","0","0","0"
"uuid:099b2e64-03c6-4006-a9e1-9ebec05b39d9","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","Campo do banco varzea","F","Campo do banco varzea","9","1","1","0","1","1","2","0","0","0","1","0","1","0","2","1","2","0","1","1","0","0","2","2","0","0","0","0","0","0","0","0","1","1","1","2","0","1"
"uuid:62845fa9-3393-42ca-8d74-ed07cfcaed04","Wed Jun 02 00:00:00 UTC 2010","null","null","null","null","null","M","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:c8c43e22-3305-498e-bc3e-ec9a9bca2764","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","1","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:3c7118a4-6351-42da-832b-fa1ffbe2c1ce","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","0","0","1","2","2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:324d5b47-7c2d-44f0-9262-1468f553f603","Wed Jun 04 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:e8cd0bf0-2542-4c7b-8228-c143aa488e05","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:fa908193-f972-440b-8ebb-d986d8264690","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","null","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:1704f996-e9a7-4903-897e-3d7ad0c7fd08","Mon Jun 02 00:00:00 UTC 2014","-8.0500140041","-34.9538669363","20.4000000000","15.0000000000","null","null","null","null","1","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:e61c6e40-7f19-4fb5-a0ba-a6fb2644575f","Mon Jun 02 00:00:00 UTC 2014","-8.0495313000","-34.9551099000","0E-10","103.9840000000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:c1b3a25a-ab00-4c1a-8ef1-1b152610b708","Mon Jun 02 00:00:00 UTC 2014","null","null","null","null","null","null","null","null","1","1","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:a2258469-d5f4-42cd-9111-1105c6457aed","Tue Jun 03 00:00:00 UTC 2014","-8.0227044831","-34.8778369943","-4.9631380380","25.0000000000","null","F","Rua professor Jos? dos anjos","10","0","1","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","2","0","1","66","1","0","99","2","2","0","0","1","0","1","1","1","1"
"uuid:218a739a-c3e8-4f3c-b9c5-35e852050ca9","Tue Jun 03 00:00:00 UTC 2014","-8.0261162000","-34.8887770000","0E-10","36.0000000000","null","M","Arruda","10","2","0","0","0","0","1","0","0","0","2","1","0","0","2","1","1","0","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1","0","0","0","0"
"uuid:e8459352-ac4e-46b4-9838-02a8b6fdbadd","Tue Jun 03 00:00:00 UTC 2014","-8.0271747429","-34.8883797973","-8.5000000000","20.0000000000","null","M","Arruda","10","2","1","0","1","2","2","0","0","0","1","0","1","0","0","0","2","0","0","0","0","1","2","1","0","0","0","0","0","2","0","1","0","0","0","0","0","0"
"uuid:4b69e013-beb5-4207-b637-461553160006","Mon Jun 02 00:00:00 UTC 2014","-8.0495654000","-34.9552285000","0E-10","117.4050000000","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:5c262ce5-50bd-4df0-af74-190ab61b424c","Tue Jun 03 00:00:00 UTC 2014","-8.0211108970","-34.8802703898","-8.8000000000","10.0000000000","null","F","Ch?o de estrelas","11","0","1","0","0","1","2","2","0","0","1","0","1","1","2","0","2","1","1","2","2","0","0","2","0","1","1","0","0","0","0","0","0","0","2","0","0","0"
"uuid:610fe62d-ab7e-4eee-a615-34d9fa97ce64","Tue Jun 03 00:00:00 UTC 2014","-8.0211232184","-34.8803183343","-23.9000000000","10.0000000000","null","F","Ch?o de estrelas","12","0","1","0","0","0","2","2","0","0","2","0","1","0","2","0","2","0","1","1","2","0","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0"
"uuid:cdce4d81-0fd8-4662-9f97-0055f66e0bc6","Tue Jun 03 00:00:00 UTC 2014","-8.0224291972","-34.8773576232","-31.6800153013","15.0000000000","null","F","null","8","0","1","0","0","0","2","2","0","0","2","0","1","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","2","99","99","2","0"
"uuid:53be2630-08d0-41c0-9ef7-063b854eadcf","Mon Jun 02 00:00:00 UTC 2014","-8.0495580000","-34.9553485000","0E-10","67.5000000000","null","null","null","null","0","0","2","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"uuid:5c9e408b-c361-4766-978f-ed4c80eb73c1","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","F","Rebecca","12","0","1","0","0","2","1","0","0","0","2","1","1","0","2","2","0","1","2","1","0","2","1","1","2","2","1","0","1","2","0","0","2","0","0","0","1","0"
"uuid:013544a6-25c8-4a46-8b17-feaedcb66022","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Av.professor jose dos anjos","F","Patricia","8","1","0","0","0","2","1","0","0","0","1","0","2","0","1","2","0","1","1","1","0","1","1","1","2","1","1","0","1","2","0","0","0","2","0","0","1","0"
"uuid:ee637e67-2a7e-47a1-b6e1-434e79a7eb57","Tue Jun 03 00:00:00 UTC 2014","-8.0269407621","-34.8882616125","0.3000000000","15.0000000000","null","M","Arruda","10","1","0","0","1","2","2","1","0","0","1","0","1","0","1","0","1","0","0","1","2","1","1","1","0","1","0","0","0","0","0","0","0","1","1","0","1","0"
"uuid:4d215756-8985-49f4-be47-e7440fc17cb0","Tue Jun 03 00:00:00 UTC 2014","-8.0232603391","-34.8778024370","0.3696771131","20.0000000000","null","M","Saramandaia","9","1","1","0","1","0","0","0","0","0","1","0","1","0","0","0","1","0","0","1","0","0","1","1","0","1","0","0","0","0","1","0","0","1","2","0","1","0"
"uuid:986a6dc3-050e-488c-9afc-55b0f75d2133","Tue Jun 03 00:00:00 UTC 2014","-8.0227136592","-34.8772513956","45.4883764954","30.0000000000","null","M","Saramandaia","8","1","1","0","0","1","1","1","0","1","1","1","1","1","1","2","1","1","1","2","1","1","0","0","1","1","1","2","0","1","1","0","1","1","1","0","1","1"
"uuid:1b915b93-8be2-4218-9c8a-f49ae170d7ba","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","M","Saramandia","12","0","2","0","0","0","2","2","0","0","2","2","1","0","2","2","2","0","2","2","1","1","0","1","1","2","2","0","1","2","0","0","1","0","2","1","0","0"
"uuid:c77adada-4706-4ef2-81a9-226c8b4faa97","Tue Jun 03 00:00:00 UTC 2014","-8.0263607763","-34.8867671192","-25.8000000000","15.0000000000","null","M","Arruda","11","1","0","0","1","1","1","0","0","0","1","0","0","0","2","0","2","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","0","1","0","0"
"uuid:0b92eeef-8ee6-4d2f-9478-7bb5da54d31f","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","F","Arruda","Varzea","0","0","0","0","1","1","2","0","0","0","1","1","0","1","0","1","1","1","1","1","1","0","1","0","2","0","0","0","0","0","0","0","1","1","1","1","0"
"uuid:584e003d-addd-4a11-8eec-3616ea3bc3d0","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","M","Arruda","8","2","2","2","1","0","0","0","0","0","2","1","0","2","1","0","0","1","0","1","1","0","1","2","0","1","0","0","0","0","0","0","0","2","2","0","2","0"
"uuid:f3ac145b-2ef8-4ded-ad68-7ee0e9ce4c82","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","M","Arruda","9","0","1","0","1","2","1","0","0","0","2","1","0","0","2","1","1","0","0","1","1","0","0","2","2","0","0","0","0","0","0","0","0","1","0","0","0","1"
"uuid:e286490e-db85-4b24-bcb3-8592395ffd34","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","M","Arruda","11","1","1","0","0","1","0","1","0","0","1","1","0","0","1","1","0","0","1","1","1","1","2","2","2","0","2","0","1","0","2","0","0","1","2","1","1","0"
"uuid:d9ab58dd-05a8-4891-bfd7-56a1333a567f","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Professor jose dos anjos saramandaia recife","M","Rua professor jose dos anjos saramandaia","10","0","0","0","0","1","0","2","0","0","1","0","0","0","0","0","0","2","0","0","0","1","0","1","2","2","0","0","0","0","0","0","0","1","1","0","1","0"
"uuid:11d574f8-4f43-4674-80af-3c2072d9e8d1","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Arruda","M","Arruda","10","1","1","1","1","0","1","0","0","0","1","1","1","0","0","0","0","0","1","0","0","1","2","0","1","0","0","0","2","1","0","0","0","1","2","0","0","0"
"uuid:783c793f-30d7-42cb-abc4-f5cf55495fbe","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","F","Saramandia","11","0","1","1","2","2","2","1","0","0","1","1","2","1","1","1","0","0","2","2","2","0","2","2","0","2","1","0","1","2","0","0","0","0","2","1","0","0"
"uuid:ef23513a-d641-494b-84ef-fcdfd180a4e4","Wed Jun 04 00:00:00 UTC 2014","-8.0272896431","-34.8883721099","34.8401027825","10.0000000000","null","F","Arruda","9","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","2","2","2","1","1","1","2","2","0","0","0","0","0","0","99","1","2","0","1","0"
"uuid:4913b803-818a-4782-92fd-d4de08fdf374","Tue Jun 03 00:00:00 UTC 2014","-8.0272712000","-34.8891410000","0E-10","1405.0000000000","null","F","Arruda","null","1","2","1","99","2","2","0","0","0","0","1","1","0","1","0","0","0","0","2","0","0","2","2","1","2","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:e8a40103-4ca6-4696-b5af-a9bd893d30cd","Tue Jun 03 00:00:00 UTC 2014","-8.0269327000","-34.8895644000","0E-10","1155.0000000000","null","F","Recife","9","0","0","2","0","0","2","2","0","0","2","2","0","0","0","0","0","0","2","2","2","2","2","2","0","2","2","0","0","2","0","0","0","0","2","0","2","0"
"uuid:fab266a7-494a-4620-9657-90ad156dfb7c","Tue Jun 03 00:00:00 UTC 2014","-8.0262056272","-34.8867682926","-45.3000000000","30.0000000000","null","M","Av professor Jos? dos anjos","11","1","0","0","0","0","1","1","0","0","2","0","0","1","1","2","1","2","2","0","1","1","1","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0"
"uuid:53254757-cbae-4406-b069-322796896a28","Tue Jun 03 00:00:00 UTC 2014","-8.0208844179","-34.8802063521","10.7000000000","15.0000000000","null","F","Ch?o de estrelas","8","1","1","0","0","0","2","0","0","0","2","2","0","0","0","0","2","0","0","0","0","0","2","2","2","2","0","0","0","0","0","0","0","2","0","0","0","0"
"uuid:cea90e1b-35a6-4f1d-ad93-c166efd49952","Tue Jun 03 00:00:00 UTC 2014","-8.0200864607","-34.8803274706","18.4000000000","10.0000000000","null","M","Ch?o de estrelas","10","1","1","0","2","1","2","2","0","0","2","0","0","0","0","0","2","0","1","1","0","0","2","2","2","0","1","0","0","0","0","0","0","0","2","0","0","0"
"uuid:65e175fc-d4f4-4188-9a0b-ae554c82d649","Tue Jun 03 00:00:00 UTC 2014","-8.0198666453","-34.8804721422","-1.4000000000","15.0000000000","null","F","Ch?o de estrelas","12","0","1","2","2","0","2","2","1","0","2","1","1","2","2","0","2","2","1","2","2","0","2","2","2","0","2","0","0","0","2","1","0","0","2","0","0","0"
"uuid:e6344f5f-e762-42d7-bff1-3a8692afd959","Tue Jun 03 00:00:00 UTC 2014","-8.0195399215","-34.8798991775","3.4733106669","10.0000000000","null","null","Chao de estrelas","12","0","0","0","0","2","2","0","0","0","2","0","0","0","1","0","0","0","2","0","0","1","1","2","1","1","0","99","0","0","0","0","0","0","0","0","0","0"
"uuid:46fb2d79-40eb-4d71-8b68-f6bff5b0e79d","Tue Jun 03 00:00:00 UTC 2014","-8.0204663974","-34.8773653872","3.8962155548","10.0000000000","null","F","Chao de estrelas","12","0","0","0","0","0","1","2","0","0","1","0","0","0","0","0","1","2","2","1","0","0","1","2","0","2","0","0","0","0","0","0","0","1","2","1","0","0"
"uuid:76f6c719-1969-4c52-96a5-773375e8e458","Tue Jun 03 00:00:00 UTC 2014","-8.0204744284","-34.8810635636","21.0235973112","10.0000000000","null","M","Chao de estrelas","12","0","0","0","0","1","2","0","0","0","2","0","0","0","0","2","2","2","2","0","1","0","0","2","2","2","1","0","1","2","0","0","0","1","2","1","0","0"
"uuid:8cbea035-ad2e-4a02-a58d-8f49528d1154","Tue Jun 03 00:00:00 UTC 2014","-8.0211807601","-34.8786605615","-11.6000000000","10.0000000000","null","M","Chao de estrelas","11","1","0","0","1","0","2","0","0","2","1","0","0","1","0","0","2","1","0","1","0","1","0","0","2","1","0","0","1","0","0","0","0","1","1","0","0","0"
"uuid:80c5eff1-cfa2-4a97-9417-7b107651faaf","Tue Jun 03 00:00:00 UTC 2014","-8.0205354374","-34.8787536845","-2.2000000000","10.0000000000","null","M","Chao de estrelas","8","1","1","0","0","1","2","1","0","0","2","2","0","0","1","1","1","0","0","1","0","1","2","2","2","1","0","1","0","0","1","0","1","0","1","0","0","1"
"uuid:70d0d2e7-9765-402f-883e-3add6e511989","Tue Jun 03 00:00:00 UTC 2014","-8.0214840174","-34.8794994224","-15.3000000000","10.0000000000","null","M","Chao de estrelas","10","1","1","0","1","0","2","2","0","0","1","0","0","0","2","1","2","0","0","0","1","2","0","0","2","0","0","0","0","1","1","1","0","1","1","0","2","0"
"uuid:e27b9ae3-2dd4-4105-99a4-f3532c5ac67d","Tue Jun 03 00:00:00 UTC 2014","-8.0215312075","-34.8780282307","12.4000000000","5.0000000000","null","F","Chao de estrela","8","0","1","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","99","0","0","1","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0"
"uuid:28197d24-24c9-43cc-8d83-c8e52cba0ca4","Tue Jun 03 00:00:00 UTC 2014","-8.0208992958","-34.8788209911","-0.6000000000","10.0000000000","null","M","Chao de estrelas","11","0","0","0","0","1","1","2","0","0","2","1","0","0","0","2","2","0","99","1","0","2","0","1","99","0","0","0","0","1","0","0","0","0","0","0","0","0"
"uuid:1394db41-2b34-4c49-9286-7126b86ea787","Tue Jun 03 00:00:00 UTC 2014","-8.0197811080","-34.8782278039","-11.4000000000","10.0000000000","null","F","Ch?o de estrelas","11","0","0","0","2","2","2","2","1","0","0","0","2","0","1","0","1","0","0","0","0","2","2","2","0","2","0","0","0","2","0","0","0","0","2","2","2","0"
"uuid:eaeb13c5-7d97-4bfe-8eef-9e36af3294d8","Tue Jun 03 00:00:00 UTC 2014","-8.0196717661","-34.8780523706","-42.2000000000","10.0000000000","null","M","Ch?o de estrelas","8","0","0","0","0","0","0","0","0","0","2","2","0","0","0","2","2","0","0","0","2","0","0","0","0","0","2","0","0","0","0","0","0","2","2","2","2","0"
"uuid:27981ec1-ef6a-4e4a-bb7b-9586ec33a933","Tue Jun 03 00:00:00 UTC 2014","-8.0197919207","-34.8779098783","31.6000000000","10.0000000000","null","F","Ch?o de estrelas 11","null","0","1","0","0","0","2","2","0","0","2","0","0","0","2","2","2","0","2","2","0","2","2","2","0","0","0","0","0","0","0","0","0","2","2","2","2","2"
"uuid:27e0ce89-6364-4a19-b88e-3cf1a4a7ad45","Tue Jun 03 00:00:00 UTC 2014","-8.0261299387","-34.8869168200","-6.9000000000","10.0000000000","null","M","Arruda","9","0","1","2","1","0","2","0","0","0","2","2","0","2","2","0","0","0","0","2","0","0","0","2","1","0","2","0","0","0","0","2","0","0","2","0","0","0"
"uuid:4b8268f1-b6c8-40c9-97eb-8a9af213d13b","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","F","Saramandia","11","0","1","2","2","0","2","2","0","0","2","0","2","0","0","1","2","2","2","2","2","0","0","2","2","2","1","0","1","1","0","0","0","0","2","0","0","0"
"uuid:6b57b1bd-c120-4d50-9997-0d9851f427d0","Tue Jun 03 00:00:00 UTC 2014","-8.0242334912","-34.8837616201","-15.7000000000","20.0000000000","null","F","Arruda","12","0","2","0","0","0","1","0","0","0","1","null","0","0","1","2","1","1","2","1","0","1","1","1","1","1","1","0","1","1","0","0","0","2","2","99","0","1"
"uuid:1907ceb9-78e4-4352-9998-d37da55c57d1","Tue Jun 03 00:00:00 UTC 2014","-8.0246680509","-34.8840279970","-12.2000000000","15.0000000000","null","M","Arruda","8","1","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","0","1","1","0","0","1","2","0","0","0","0","0","0","1","1","0","2","1","0","0","0"
"uuid:2350484a-8516-4bb6-b039-01d9fcaffc79","Tue Jun 03 00:00:00 UTC 2014","-8.0233512539","-34.8773344606","27.6000000000","10.0000000000","null","M","Travessa sao bento batista campp grande","8","0","0","0","1","1","0","2","0","0","2","1","0","0","0","1","0","0","2","0","2","1","1","2","0","2","2","0","0","1","1","1","0","1","1","0","0","0"
"uuid:517b2d20-16ed-4583-8155-10d3ea19b9c0","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Travessa joao bento batista campo grande","F","Travessa joao bento batista","10","2","1","0","0","0","1","2","0","0","2","0","0","0","0","0","1","0","1","0","0","2","2","2","0","2","0","0","0","0","0","0","0","1","2","1","0","0"
"uuid:b13c0b6e-bb37-4517-a9fc-d095fc20d5cb","Tue Jun 03 00:00:00 UTC 2014","-8.0250788899","-34.8855783977","39.0000000000","5.0000000000","null","M","Arruda","8","1","1","0","0","2","1","1","0","0","2","2","0","0","1","2","1","0","0","0","0","1","0","2","0","0","0","0","1","0","0","1","0","1","1","1","1","0"
"uuid:ef78372d-78cb-4227-9bd5-b785dfb25880","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","Professor Jos? dos anjos","F","Saramandaia","10","1","1","1","1","1","1","2","1","1","1","0","0","1","2","2","1","1","2","1","1","1","1","1","2","2","2","0","1","1","1","1","1","1","2","1","1","1"
"uuid:0a035142-5f65-40af-864f-8ae26b9de4cd","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","M","Professor Jos? dos anjos","12","1","1","1","1","1","2","0","0","1","1","1","0","0","2","1","2","0","1","0","0","1","0","2","2","0","1","1","0","0","0","0","0","1","0","0","0","0"
"uuid:2aa590cc-031c-4fbc-b3b2-f065a41aa8a3","Tue Jun 03 00:00:00 UTC 2014","-8.0189700332","-34.8788592126","11.5000000000","5.0000000000","null","F","Chao de estrelas","10","0","1","0","0","1","2","2","1","0","2","1","0","1","1","0","1","0","1","0","1","0","0","2","0","1","2","0","1","0","1","0","0","1","2","1","1","0"
"uuid:64b62a97-242f-4d39-aa60-923f8421d295","Tue Jun 03 00:00:00 UTC 2014","-8.0242060823","-34.8842510395","-9.4000000000","10.0000000000","null","M","Arruda","10","2","1","1","1","1","1","0","0","0","1","0","0","0","1","0","1","1","0","1","0","1","1","2","1","0","1","0","0","1","0","0","0","1","1","0","1","0"
"uuid:b7cb3d26-a570-413f-8cd9-c6069fb53573","Tue Jun 03 00:00:00 UTC 2014","-8.0242309347","-34.8842906859","-0.7000000000","15.0000000000","null","M","Arruda","8","1","0","1","1","1","1","2","0","0","1","0","1","0","1","0","0","0","0","0","0","2","1","1","0","1","0","0","0","0","0","0","0","1","2","1","0","0"
"uuid:61252720-f120-458a-ac95-0974b03744d2","Tue Jun 03 00:00:00 UTC 2014","-8.0245027477","-34.8839534774","12.0122325730","25.0000000000","null","M","Arruda","11","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","1","2","0","99","0","0","0","1","1","0","0","1","0","0","0"
"uuid:8e020bd5-3383-4c37-901e-b511d67a1f71","Tue Jun 03 00:00:00 UTC 2014","-8.0249011454","-34.8839544502","-20.9872731264","10.0000000000","null","F","Arruda","10","1","1","0","1","1","1","1","0","0","1","1","1","0","2","1","1","0","1","2","1","1","1","1","0","0","0","0","0","0","1","0","0","2","2","2","1","0"
"uuid:b7bfb457-43f7-44ba-ad0e-d0b3cdad0289","Tue Jun 03 00:00:00 UTC 2014","-8.0246660000","-34.8855238000","0E-10","26.0000000000","null","F","Arruda","12","1","0","1","1","2","2","1","0","0","2","2","0","0","1","2","2","0","0","1","1","1","1","1","0","0","1","2","1","1","0","1","1","1","1","0","1","0"
"uuid:feda1e48-e30f-4464-871b-abce3234c65e","Tue Jun 03 00:00:00 UTC 2014","-8.0234251404","-34.8867801111","-20.9000000000","20.0000000000","null","M","Arruda","8","1","1","0","0","1","2","1","0","0","1","2","0","0","1","1","1","0","0","0","1","2","0","2","0","0","2","0","1","0","0","0","0","0","1","0","0","0"
"uuid:0060d44f-e7f0-48d0-9d2f-98e2d0c298db","Tue Jun 03 00:00:00 UTC 2014","-8.0204443000","-34.8839660000","0E-10","1085.0000000000","Ch?o de estrelas","F","Ch?o de estrelas","14","0","2","0","1","0","0","1","0","0","1","0","0","1","0","0","0","0","1","1","0","1","1","2","0","1","0","0","0","1","0","0","0","2","1","0","0","0"
"uuid:c9b635bc-fc5a-41c6-802d-0b8aa39b748f","Tue Jun 03 00:00:00 UTC 2014","-8.0204443000","-34.8839660000","0E-10","1085.0000000000","null","M","Ch?o de estrelas","11","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","2","0","0","2","1","2","0","0","0","2","2","0","0","0","2","1","2","2","0"
"uuid:676a0c8b-07b8-466b-be10-5f55261b49f7","Tue Jun 03 00:00:00 UTC 2014","-8.0214531301","-34.8788759764","-8.1000000000","15.0000000000","null","F","Chao de estrelas","12","0","1","0","0","0","2","1","0","0","0","0","0","0","0","2","2","1","2","1","2","1","2","2","2","2","2","0","0","2","0","1","0","0","2","0","1","0"
"uuid:f8496a88-3ba9-4a88-a5e3-420491f9e51e","Tue Jun 03 00:00:00 UTC 2014","-8.0216698023","-34.8783721402","-2.7000000000","15.0000000000","null","M","Chao de estrelas","11","0","2","0","0","0","2","0","0","0","1","0","0","1","2","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"uuid:41436739-afce-4bdb-ace8-56adf4d23558","Tue Jun 03 00:00:00 UTC 2014","-8.0224497000","-34.8798740000","0E-10","51.0000000000","null","M","null","8","0","2","0","1","0","1","0","0","0","2","1","2","0","0","2","0","1","2","2","2","0","0","0","0","2","0","0","1","0","0","1","1","1","2","0","0","0"
"uuid:23561764-3f4f-4d64-806f-8fbc91d88b23","Tue Jun 03 00:00:00 UTC 2014","-8.0224326000","-34.8798145000","0E-10","39.0000000000","null","F","null","8","0","0","0","0","1","0","0","0","0","2","0","2","0","0","0","0","0","0","0","1","1","0","2","0","2","0","0","0","0","0","0","0","1","2","0","0","0"
"uuid:5582fa00-707d-4227-b72e-f358dfe75783","Tue Jun 03 00:00:00 UTC 2014","-8.0216892483","-34.8762827832","15.5000000000","15.0000000000","null","F","Avenida ptofessor jose dos anjos campo grande","10","1","1","1","2","1","2","2","0","0","2","0","1","0","1","0","0","2","2","2","2","2","2","2","0","2","0","0","0","0","0","0","0","1","2","0","1","0"
"uuid:cdad5d73-43b2-4d15-91fd-a86e4e3aa706","Tue Jun 03 00:00:00 UTC 2014","-8.0227775127","-34.8753280845","27.2000000000","15.0000000000","null","F","Rua dona laura de sousa campo grande","9","0","2","0","0","0","1","2","0","0","2","0","0","0","0","0","1","0","1","1","0","2","2","2","1","0","0","0","0","0","0","0","0","2","2","0","0","0"
"uuid:a22ddf77-14ab-44ee-8ad9-7a6b768faeb1","Tue Jun 03 00:00:00 UTC 2014","null","null","null","null","null","M","Campo Grande","11","0","0","2","1","1","2","2","2","0","1","0","0","0","0","1","2","0","2","1","2","1","1","2","2","2","1","0","1","1","0","0","0","0","0","1","1","0"
"uuid:aa4b8342-3949-4aab-8856-9c343accd1a5","Tue Jun 03 00:00:00 UTC 2014","-8.0256185168","-34.8867655266","-26.9000000000","30.0000000000","null","F","Arruda","9","1","0","1","1","2","66","1","66","1","66","1","1","0","1","2","0","2","0","2","1","2","1","0","0","1","0","0","1","1","1","2","0","1","1","1","1","1"
